Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2510
Anjou,746
Baie-D'Urfé,31
Beaconsfield,65
Côte-des-Neiges–Notre-Dame-de-Grâce,2404
Côte-Saint-Luc,551
Dollard-des-Ormeaux,472
Dorval,205
Hampstead,62
Kirkland,140
Lachine,707
LaSalle,1314
L'Île-Bizard–Sainte-Geneviève,223
Mercier–Hochelaga-Maisonneuve,2509
Montréal-Est,48
Montréal-Nord,2684
Montréal-Ouest,32
Mont-Royal,296
Outremont,290
Pierrefonds–Roxboro,591
Plateau-Mont-Royal,1109
Pointe-Claire,243
Rivière-des-Prairies–Pointe-aux-Trembles,2270
Rosemont–La Petite Patrie,1797
Sainte-Anne-de-Bellevue,20
Saint-Laurent,1186
Saint-Léonard,1219
Senneville,<5
Sud-Ouest,1068
Verdun,1042
Ville-Marie,1110
Villeray–Saint-Michel–Parc-Extension,2386
Westmount,200
Territoire à confirmer,660
Total à Montréal,30192
