Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9815
Anjou,3353
Baie-D'Urfé,84
Beaconsfield,435
Côte-des-Neiges–Notre-Dame-de-Grâce,11279
Côte-Saint-Luc,2653
Dollard-des-Ormeaux,2607
Dorval,774
Hampstead,375
Kirkland,680
Lachine,2838
LaSalle,5238
L'Île-Bizard–Sainte-Geneviève,1018
Mercier–Hochelaga-Maisonneuve,8348
Montréal-Est,262
Montréal-Nord,8595
Montréal-Ouest,166
Mont-Royal,1089
Outremont,1222
Pierrefonds–Roxboro,3943
Plateau-Mont-Royal,4371
Pointe-Claire,1004
Rivière-des-Prairies–Pointe-aux-Trembles,8593
Rosemont–La Petite Patrie,6740
Sainte-Anne-de-Bellevue,132
Saint-Laurent,7720
Saint-Léonard,7424
Senneville,22
Sud-Ouest,3608
Verdun,3018
Ville-Marie,4457
Villeray–Saint-Michel–Parc-Extension,10334
Westmount,691
Territoire à confirmer,1838
Total à Montréal,124726
