Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10329
Anjou,3488
Baie-D'Urfé,95
Beaconsfield,464
Côte-des-Neiges–Notre-Dame-de-Grâce,11755
Côte-Saint-Luc,2793
Dollard-des-Ormeaux,2782
Dorval,799
Hampstead,386
Kirkland,753
Lachine,2922
LaSalle,5594
L'Île-Bizard–Sainte-Geneviève,1058
Mercier–Hochelaga-Maisonneuve,8645
Montréal-Est,269
Montréal-Nord,8942
Montréal-Ouest,185
Mont-Royal,1113
Outremont,1261
Pierrefonds–Roxboro,4184
Plateau-Mont-Royal,4649
Pointe-Claire,1068
Rivière-des-Prairies–Pointe-aux-Trembles,8864
Rosemont–La Petite Patrie,6988
Sainte-Anne-de-Bellevue,137
Saint-Laurent,8246
Saint-Léonard,7686
Senneville,23
Sud-Ouest,3874
Verdun,3110
Ville-Marie,4799
Villeray–Saint-Michel–Parc-Extension,10969
Westmount,725
Territoire à confirmer,1896
Total à Montréal,130851
