Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2385
Anjou,712
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2245
Côte-Saint-Luc,522
Dollard-des-Ormeaux,426
Dorval,198
Hampstead,55
Kirkland,120
Lachine,649
LaSalle,1245
L'Île-Bizard–Sainte-Geneviève,214
Mercier–Hochelaga-Maisonneuve,2369
Montréal-Est,44
Montréal-Nord,2587
Montréal-Ouest,21
Mont-Royal,285
Outremont,272
Pierrefonds–Roxboro,556
Plateau-Mont-Royal,972
Pointe-Claire,225
Rivière-des-Prairies–Pointe-aux-Trembles,2193
Rosemont–La Petite Patrie,1650
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1099
Saint-Léonard,1137
Senneville,<5
Sud-Ouest,961
Verdun,982
Ville-Marie,932
Villeray–Saint-Michel–Parc-Extension,2235
Westmount,191
Territoire à confirmer,633
Total à Montréal,28228
