Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2171
Anjou,652
Baie-D'Urfé,28
Beaconsfield,58
Côte-des-Neiges–Notre-Dame-de-Grâce,2064
Côte-Saint-Luc,496
Dollard-des-Ormeaux,397
Dorval,176
Hampstead,53
Kirkland,104
Lachine,557
LaSalle,1096
L'Île-Bizard–Sainte-Geneviève,190
Mercier–Hochelaga-Maisonneuve,2151
Montréal-Est,40
Montréal-Nord,2399
Montréal-Ouest,19
Mont-Royal,255
Outremont,249
Pierrefonds–Roxboro,509
Plateau-Mont-Royal,843
Pointe-Claire,212
Rivière-des-Prairies–Pointe-aux-Trembles,2038
Rosemont–La Petite Patrie,1470
Sainte-Anne-de-Bellevue,17
Saint-Laurent,1011
Saint-Léonard,1054
Senneville,<5
Sud-Ouest,858
Verdun,906
Ville-Marie,733
Villeray–Saint-Michel–Parc-Extension,1952
Westmount,173
Territoire à confirmer,855
Total à Montréal,25788
