Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2055
Anjou,610
Baie-D'Urfé,26
Beaconsfield,56
Côte-des-Neiges–Notre-Dame-de-Grâce,1954
Côte-Saint-Luc,483
Dollard-des-Ormeaux,382
Dorval,172
Hampstead,52
Kirkland,97
Lachine,530
LaSalle,1058
L'Île-Bizard–Sainte-Geneviève,182
Mercier–Hochelaga-Maisonneuve,2057
Montréal-Est,36
Montréal-Nord,2287
Montréal-Ouest,18
Mont-Royal,247
Outremont,247
Pierrefonds–Roxboro,493
Plateau-Mont-Royal,823
Pointe-Claire,202
Rivière-des-Prairies–Pointe-aux-Trembles,1949
Rosemont–La Petite Patrie,1409
Sainte-Anne-de-Bellevue,19
Saint-Laurent,950
Saint-Léonard,998
Senneville,<5
Sud-Ouest,837
Verdun,877
Ville-Marie,690
Villeray–Saint-Michel–Parc-Extension,1799
Westmount,167
Territoire à confirmer,848
Total à Montréal,24611
