Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,5877
Anjou,1909
Baie-D'Urfé,58
Beaconsfield,251
Côte-des-Neiges–Notre-Dame-de-Grâce,6681
Côte-Saint-Luc,1663
Dollard-des-Ormeaux,1487
Dorval,503
Hampstead,217
Kirkland,413
Lachine,1686
LaSalle,3269
L'Île-Bizard–Sainte-Geneviève,627
Mercier–Hochelaga-Maisonneuve,5249
Montréal-Est,148
Montréal-Nord,5748
Montréal-Ouest,90
Mont-Royal,730
Outremont,867
Pierrefonds–Roxboro,2249
Plateau-Mont-Royal,2711
Pointe-Claire,667
Rivière-des-Prairies–Pointe-aux-Trembles,5278
Rosemont–La Petite Patrie,4485
Sainte-Anne-de-Bellevue,85
Saint-Laurent,4081
Saint-Léonard,4206
Senneville,20
Sud-Ouest,2445
Verdun,1954
Ville-Marie,2908
Villeray–Saint-Michel–Parc-Extension,6339
Westmount,480
Territoire à confirmer,1445
Total à Montréal,76826
