Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2449
Anjou,729
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2328
Côte-Saint-Luc,540
Dollard-des-Ormeaux,440
Dorval,204
Hampstead,59
Kirkland,124
Lachine,693
LaSalle,1282
L'Île-Bizard–Sainte-Geneviève,221
Mercier–Hochelaga-Maisonneuve,2461
Montréal-Est,46
Montréal-Nord,2636
Montréal-Ouest,28
Mont-Royal,280
Outremont,278
Pierrefonds–Roxboro,576
Plateau-Mont-Royal,1053
Pointe-Claire,237
Rivière-des-Prairies–Pointe-aux-Trembles,2224
Rosemont–La Petite Patrie,1736
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1141
Saint-Léonard,1175
Senneville,<5
Sud-Ouest,1008
Verdun,1014
Ville-Marie,1039
Villeray–Saint-Michel–Parc-Extension,2328
Westmount,195
Territoire à confirmer,680
Total à Montréal,29317
