Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1964
Anjou,576
Baie-D'Urfé,22
Beaconsfield,55
Côte-des-Neiges–Notre-Dame-de-Grâce,1879
Côte-Saint-Luc,473
Dollard-des-Ormeaux,363
Dorval,163
Hampstead,53
Kirkland,96
Lachine,510
LaSalle,1029
L'Île-Bizard–Sainte-Geneviève,178
Mercier–Hochelaga-Maisonneuve,1971
Montréal-Est,34
Montréal-Nord,2212
Montréal-Ouest,19
Mont-Royal,242
Outremont,241
Pierrefonds–Roxboro,474
Plateau-Mont-Royal,798
Pointe-Claire,184
Rivière-des-Prairies–Pointe-aux-Trembles,1881
Rosemont–La Petite Patrie,1340
Sainte-Anne-de-Bellevue,19
Saint-Laurent,906
Saint-Léonard,964
Senneville,<5
Sud-Ouest,808
Verdun,863
Ville-Marie,662
Villeray–Saint-Michel–Parc-Extension,1717
Westmount,165
Territoire à confirmer,834
Total à Montréal,23696
