Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2851
Anjou,873
Baie-D'Urfé,33
Beaconsfield,81
Côte-des-Neiges–Notre-Dame-de-Grâce,2808
Côte-Saint-Luc,687
Dollard-des-Ormeaux,567
Dorval,224
Hampstead,87
Kirkland,154
Lachine,767
LaSalle,1427
L'Île-Bizard–Sainte-Geneviève,249
Mercier–Hochelaga-Maisonneuve,2842
Montréal-Est,56
Montréal-Nord,3023
Montréal-Ouest,37
Mont-Royal,324
Outremont,480
Pierrefonds–Roxboro,712
Plateau-Mont-Royal,1483
Pointe-Claire,260
Rivière-des-Prairies–Pointe-aux-Trembles,2582
Rosemont–La Petite Patrie,2094
Sainte-Anne-de-Bellevue,21
Saint-Laurent,1452
Saint-Léonard,1489
Senneville,<5
Sud-Ouest,1274
Verdun,1149
Ville-Marie,1488
Villeray–Saint-Michel–Parc-Extension,2848
Westmount,239
Territoire à confirmer,833
Total à Montréal,35496
