Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1671
Anjou,471
Baie-D'Urfé,14
Beaconsfield,50
Côte-des-Neiges–Notre-Dame-de-Grâce,1633
Côte-Saint-Luc,408
Dollard-des-Ormeaux,310
Dorval,150
Hampstead,48
Kirkland,88
Lachine,433
LaSalle,953
L'Île-Bizard–Sainte-Geneviève,154
Mercier–Hochelaga-Maisonneuve,1591
Montréal-Est,28
Montréal-Nord,1857
Montréal-Ouest,17
Mont-Royal,229
Outremont,224
Pierrefonds–Roxboro,387
Plateau-Mont-Royal,721
Pointe-Claire,148
Rivière-des-Prairies–Pointe-aux-Trembles,1561
Rosemont–La Petite Patrie,1126
Sainte-Anne-de-Bellevue,16
Saint-Laurent,724
Saint-Léonard,801
Senneville,<5
Sud-Ouest,730
Verdun,780
Ville-Marie,543
Villeray–Saint-Michel–Parc-Extension,1435
Westmount,149
Territoire à confirmer,781
Total à Montréal,20232
