Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8142
Anjou,2713
Baie-D'Urfé,67
Beaconsfield,349
Côte-des-Neiges–Notre-Dame-de-Grâce,8970
Côte-Saint-Luc,2028
Dollard-des-Ormeaux,2047
Dorval,636
Hampstead,310
Kirkland,512
Lachine,2392
LaSalle,4268
L'Île-Bizard–Sainte-Geneviève,824
Mercier–Hochelaga-Maisonneuve,6950
Montréal-Est,215
Montréal-Nord,7503
Montréal-Ouest,121
Mont-Royal,904
Outremont,1017
Pierrefonds–Roxboro,3041
Plateau-Mont-Royal,3570
Pointe-Claire,805
Rivière-des-Prairies–Pointe-aux-Trembles,7256
Rosemont–La Petite Patrie,5699
Sainte-Anne-de-Bellevue,109
Saint-Laurent,5749
Saint-Léonard,6109
Senneville,21
Sud-Ouest,3092
Verdun,2472
Ville-Marie,3810
Villeray–Saint-Michel–Parc-Extension,8564
Westmount,597
Territoire à confirmer,1657
Total à Montréal,102519
