Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2496
Anjou,739
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2382
Côte-Saint-Luc,547
Dollard-des-Ormeaux,451
Dorval,204
Hampstead,60
Kirkland,138
Lachine,703
LaSalle,1300
L'Île-Bizard–Sainte-Geneviève,222
Mercier–Hochelaga-Maisonneuve,2493
Montréal-Est,49
Montréal-Nord,2659
Montréal-Ouest,32
Mont-Royal,292
Outremont,283
Pierrefonds–Roxboro,585
Plateau-Mont-Royal,1088
Pointe-Claire,244
Rivière-des-Prairies–Pointe-aux-Trembles,2249
Rosemont–La Petite Patrie,1775
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1171
Saint-Léonard,1206
Senneville,<5
Sud-Ouest,1050
Verdun,1033
Ville-Marie,1079
Villeray–Saint-Michel–Parc-Extension,2368
Westmount,198
Territoire à confirmer,654
Total à Montréal,29863
