Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2637
Anjou,790
Baie-D'Urfé,31
Beaconsfield,71
Côte-des-Neiges–Notre-Dame-de-Grâce,2556
Côte-Saint-Luc,598
Dollard-des-Ormeaux,499
Dorval,208
Hampstead,72
Kirkland,146
Lachine,728
LaSalle,1358
L'Île-Bizard–Sainte-Geneviève,233
Mercier–Hochelaga-Maisonneuve,2623
Montréal-Est,49
Montréal-Nord,2788
Montréal-Ouest,34
Mont-Royal,304
Outremont,374
Pierrefonds–Roxboro,614
Plateau-Mont-Royal,1256
Pointe-Claire,247
Rivière-des-Prairies–Pointe-aux-Trembles,2378
Rosemont–La Petite Patrie,1907
Sainte-Anne-de-Bellevue,20
Saint-Laurent,1285
Saint-Léonard,1333
Senneville,<5
Sud-Ouest,1125
Verdun,1076
Ville-Marie,1232
Villeray–Saint-Michel–Parc-Extension,2564
Westmount,217
Territoire à confirmer,708
Total à Montréal,32063
