Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9407
Anjou,3217
Baie-D'Urfé,77
Beaconsfield,409
Côte-des-Neiges–Notre-Dame-de-Grâce,10747
Côte-Saint-Luc,2562
Dollard-des-Ormeaux,2440
Dorval,733
Hampstead,357
Kirkland,637
Lachine,2730
LaSalle,4909
L'Île-Bizard–Sainte-Geneviève,954
Mercier–Hochelaga-Maisonneuve,7962
Montréal-Est,251
Montréal-Nord,8375
Montréal-Ouest,160
Mont-Royal,1047
Outremont,1169
Pierrefonds–Roxboro,3691
Plateau-Mont-Royal,4084
Pointe-Claire,954
Rivière-des-Prairies–Pointe-aux-Trembles,8272
Rosemont–La Petite Patrie,6446
Sainte-Anne-de-Bellevue,126
Saint-Laurent,7166
Saint-Léonard,7107
Senneville,22
Sud-Ouest,3437
Verdun,2924
Ville-Marie,4252
Villeray–Saint-Michel–Parc-Extension,9883
Westmount,668
Territoire à confirmer,1785
Total à Montréal,118960
