Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2192
Anjou,662
Baie-D'Urfé,29
Beaconsfield,58
Côte-des-Neiges–Notre-Dame-de-Grâce,2081
Côte-Saint-Luc,498
Dollard-des-Ormeaux,405
Dorval,176
Hampstead,53
Kirkland,104
Lachine,569
LaSalle,1107
L'Île-Bizard–Sainte-Geneviève,193
Mercier–Hochelaga-Maisonneuve,2169
Montréal-Est,41
Montréal-Nord,2421
Montréal-Ouest,20
Mont-Royal,257
Outremont,252
Pierrefonds–Roxboro,514
Plateau-Mont-Royal,848
Pointe-Claire,213
Rivière-des-Prairies–Pointe-aux-Trembles,2060
Rosemont–La Petite Patrie,1476
Sainte-Anne-de-Bellevue,17
Saint-Laurent,1017
Saint-Léonard,1066
Senneville,<5
Sud-Ouest,865
Verdun,911
Ville-Marie,739
Villeray–Saint-Michel–Parc-Extension,1980
Westmount,175
Territoire à confirmer,855
Total à Montréal,26025
