Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4532
Anjou,1395
Baie-D'Urfé,49
Beaconsfield,183
Côte-des-Neiges–Notre-Dame-de-Grâce,5160
Côte-Saint-Luc,1343
Dollard-des-Ormeaux,1092
Dorval,387
Hampstead,170
Kirkland,306
Lachine,1345
LaSalle,2549
L'Île-Bizard–Sainte-Geneviève,377
Mercier–Hochelaga-Maisonneuve,4193
Montréal-Est,100
Montréal-Nord,4541
Montréal-Ouest,68
Mont-Royal,625
Outremont,664
Pierrefonds–Roxboro,1529
Plateau-Mont-Royal,2069
Pointe-Claire,436
Rivière-des-Prairies–Pointe-aux-Trembles,4059
Rosemont–La Petite Patrie,3523
Sainte-Anne-de-Bellevue,68
Saint-Laurent,3003
Saint-Léonard,2900
Senneville,13
Sud-Ouest,1956
Verdun,1623
Ville-Marie,2270
Villeray–Saint-Michel–Parc-Extension,4824
Westmount,402
Territoire à confirmer,1159
Total à Montréal,58913
