Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,333
Anjou,81
Baie-D'Urfé,5
Beaconsfield,14
Côte-des-Neiges–Notre-Dame-de-Grâce,543
Côte-Saint-Luc,267
Dollard-des-Ormeaux,72
Dorval,37
Hampstead,29
Kirkland,17
Lachine,85
LaSalle,313
L'Île-Bizard–Sainte-Geneviève,25
Mercier–Hochelaga-Maisonneuve,276
Montréal-Est,8
Montréal-Nord,291
Montréal-Ouest,5
Mont-Royal,46
Outremont,144
Pierrefonds–Roxboro,86
Plateau-Mont-Royal,235
Pointe-Claire,33
Rivière-des-Prairies–Pointe-aux-Trembles,235
Rosemont–La Petite Patrie,301
Sainte-Anne-de-Bellevue,5
Saint-Laurent,181
Saint-Léonard,168
Senneville,<5
Sud-Ouest,227
Verdun,186
Ville-Marie,193
Villeray–Saint-Michel–Parc-Extension,302
Westmount,59
Territoire à confirmer,1284
Total à Montréal,6088
