Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4334
Anjou,1327
Baie-D'Urfé,46
Beaconsfield,168
Côte-des-Neiges–Notre-Dame-de-Grâce,4881
Côte-Saint-Luc,1289
Dollard-des-Ormeaux,1026
Dorval,382
Hampstead,163
Kirkland,297
Lachine,1295
LaSalle,2477
L'Île-Bizard–Sainte-Geneviève,357
Mercier–Hochelaga-Maisonneuve,4074
Montréal-Est,91
Montréal-Nord,4343
Montréal-Ouest,65
Mont-Royal,603
Outremont,648
Pierrefonds–Roxboro,1434
Plateau-Mont-Royal,2007
Pointe-Claire,409
Rivière-des-Prairies–Pointe-aux-Trembles,3857
Rosemont–La Petite Patrie,3387
Sainte-Anne-de-Bellevue,63
Saint-Laurent,2838
Saint-Léonard,2717
Senneville,12
Sud-Ouest,1894
Verdun,1577
Ville-Marie,2200
Villeray–Saint-Michel–Parc-Extension,4626
Westmount,394
Territoire à confirmer,1139
Total à Montréal,56420
