Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10428
Anjou,3515
Baie-D'Urfé,95
Beaconsfield,478
Côte-des-Neiges–Notre-Dame-de-Grâce,11857
Côte-Saint-Luc,2809
Dollard-des-Ormeaux,2802
Dorval,806
Hampstead,391
Kirkland,766
Lachine,2945
LaSalle,5646
L'Île-Bizard–Sainte-Geneviève,1063
Mercier–Hochelaga-Maisonneuve,8730
Montréal-Est,273
Montréal-Nord,9042
Montréal-Ouest,186
Mont-Royal,1117
Outremont,1264
Pierrefonds–Roxboro,4206
Plateau-Mont-Royal,4705
Pointe-Claire,1071
Rivière-des-Prairies–Pointe-aux-Trembles,8929
Rosemont–La Petite Patrie,7038
Sainte-Anne-de-Bellevue,141
Saint-Laurent,8306
Saint-Léonard,7742
Senneville,23
Sud-Ouest,3925
Verdun,3152
Ville-Marie,4851
Villeray–Saint-Michel–Parc-Extension,11131
Westmount,735
Territoire à confirmer,1915
Total à Montréal,132083
