Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10411
Anjou,3509
Baie-D'Urfé,95
Beaconsfield,477
Côte-des-Neiges–Notre-Dame-de-Grâce,11834
Côte-Saint-Luc,2807
Dollard-des-Ormeaux,2800
Dorval,803
Hampstead,390
Kirkland,761
Lachine,2942
LaSalle,5638
L'Île-Bizard–Sainte-Geneviève,1062
Mercier–Hochelaga-Maisonneuve,8679
Montréal-Est,272
Montréal-Nord,9018
Montréal-Ouest,186
Mont-Royal,1116
Outremont,1264
Pierrefonds–Roxboro,4202
Plateau-Mont-Royal,4700
Pointe-Claire,1070
Rivière-des-Prairies–Pointe-aux-Trembles,8914
Rosemont–La Petite Patrie,7019
Sainte-Anne-de-Bellevue,140
Saint-Laurent,8295
Saint-Léonard,7727
Senneville,23
Sud-Ouest,3911
Verdun,3142
Ville-Marie,4842
Villeray–Saint-Michel–Parc-Extension,11098
Westmount,735
Territoire à confirmer,1913
Total à Montréal,131795
