Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7926
Anjou,2628
Baie-D'Urfé,67
Beaconsfield,341
Côte-des-Neiges–Notre-Dame-de-Grâce,8759
Côte-Saint-Luc,1986
Dollard-des-Ormeaux,2005
Dorval,613
Hampstead,302
Kirkland,501
Lachine,2314
LaSalle,4163
L'Île-Bizard–Sainte-Geneviève,809
Mercier–Hochelaga-Maisonneuve,6756
Montréal-Est,208
Montréal-Nord,7317
Montréal-Ouest,121
Mont-Royal,886
Outremont,1001
Pierrefonds–Roxboro,2966
Plateau-Mont-Royal,3453
Pointe-Claire,797
Rivière-des-Prairies–Pointe-aux-Trembles,7036
Rosemont–La Petite Patrie,5580
Sainte-Anne-de-Bellevue,108
Saint-Laurent,5539
Saint-Léonard,5847
Senneville,21
Sud-Ouest,3025
Verdun,2404
Ville-Marie,3745
Villeray–Saint-Michel–Parc-Extension,8324
Westmount,590
Territoire à confirmer,1633
Total à Montréal,99771
