Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,131
Anjou,26
Baie-D'Urfé,<5
Beaconsfield,10
Côte-des-Neiges–Notre-Dame-de-Grâce,323
Côte-Saint-Luc,169
Dollard-des-Ormeaux,36
Dorval,23
Hampstead,26
Kirkland,11
Lachine,45
LaSalle,170
L'Île-Bizard–Sainte-Geneviève,11
Mercier–Hochelaga-Maisonneuve,126
Montréal-Est,<5
Montréal-Nord,79
Montréal-Ouest,<5
Mont-Royal,34
Outremont,103
Pierrefonds–Roxboro,45
Plateau-Mont-Royal,156
Pointe-Claire,18
Rivière-des-Prairies–Pointe-aux-Trembles,102
Rosemont–La Petite Patrie,166
Sainte-Anne-de-Bellevue,<5
Saint-Laurent,103
Saint-Léonard,48
Senneville,0
Sud-Ouest,107
Verdun,97
Ville-Marie,127
Villeray–Saint-Michel–Parc-Extension,126
Westmount,39
Territoire à confirmer2,788
Total à Montréal,3261
