Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,200
Anjou,42
Baie-D'Urfé,<5
Beaconsfield,11
Côte-des-Neiges–Notre-Dame-de-Grâce,428
Côte-Saint-Luc,232
Dollard-des-Ormeaux,54
Dorval,31
Hampstead,28
Kirkland,12
Lachine,71
LaSalle,237
L'Île-Bizard–Sainte-Geneviève,16
Mercier–Hochelaga-Maisonneuve,182
Montréal-Est,5
Montréal-Nord,149
Montréal-Ouest,<5
Mont-Royal,37
Outremont,119
Pierrefonds–Roxboro,56
Plateau-Mont-Royal,186
Pointe-Claire,24
Rivière-des-Prairies–Pointe-aux-Trembles,148
Rosemont–La Petite Patrie,217
Sainte-Anne-de-Bellevue,5
Saint-Laurent,141
Saint-Léonard,96
Senneville,<5
Sud-Ouest,162
Verdun,134
Ville-Marie,152
Villeray–Saint-Michel–Parc-Extension,185
Westmount,52
Territoire à confirmer,985
Total à Montréal,4407
