Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2159
Anjou,638
Baie-D'Urfé,28
Beaconsfield,57
Côte-des-Neiges–Notre-Dame-de-Grâce,2041
Côte-Saint-Luc,492
Dollard-des-Ormeaux,396
Dorval,176
Hampstead,53
Kirkland,103
Lachine,555
LaSalle,1087
L'Île-Bizard–Sainte-Geneviève,190
Mercier–Hochelaga-Maisonneuve,2138
Montréal-Est,39
Montréal-Nord,2367
Montréal-Ouest,19
Mont-Royal,250
Outremont,248
Pierrefonds–Roxboro,507
Plateau-Mont-Royal,841
Pointe-Claire,209
Rivière-des-Prairies–Pointe-aux-Trembles,2024
Rosemont–La Petite Patrie,1458
Sainte-Anne-de-Bellevue,17
Saint-Laurent,999
Saint-Léonard,1040
Senneville,<5
Sud-Ouest,855
Verdun,900
Ville-Marie,727
Villeray–Saint-Michel–Parc-Extension,1907
Westmount,171
Territoire à confirmer,853
Total à Montréal,25545
