Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8651
Anjou,2917
Baie-D'Urfé,67
Beaconsfield,370
Côte-des-Neiges–Notre-Dame-de-Grâce,9746
Côte-Saint-Luc,2286
Dollard-des-Ormeaux,2226
Dorval,667
Hampstead,325
Kirkland,545
Lachine,2511
LaSalle,4527
L'Île-Bizard–Sainte-Geneviève,866
Mercier–Hochelaga-Maisonneuve,7313
Montréal-Est,223
Montréal-Nord,7919
Montréal-Ouest,126
Mont-Royal,949
Outremont,1090
Pierrefonds–Roxboro,3321
Plateau-Mont-Royal,3780
Pointe-Claire,871
Rivière-des-Prairies–Pointe-aux-Trembles,7720
Rosemont–La Petite Patrie,5989
Sainte-Anne-de-Bellevue,118
Saint-Laurent,6388
Saint-Léonard,6566
Senneville,22
Sud-Ouest,3201
Verdun,2627
Ville-Marie,3971
Villeray–Saint-Michel–Parc-Extension,9132
Westmount,616
Territoire à confirmer,1706
Total à Montréal,109352
