Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9099
Anjou,3117
Baie-D'Urfé,73
Beaconsfield,395
Côte-des-Neiges–Notre-Dame-de-Grâce,10431
Côte-Saint-Luc,2449
Dollard-des-Ormeaux,2343
Dorval,696
Hampstead,354
Kirkland,601
Lachine,2615
LaSalle,4761
L'Île-Bizard–Sainte-Geneviève,899
Mercier–Hochelaga-Maisonneuve,7774
Montréal-Est,241
Montréal-Nord,8266
Montréal-Ouest,147
Mont-Royal,1002
Outremont,1151
Pierrefonds–Roxboro,3569
Plateau-Mont-Royal,3968
Pointe-Claire,927
Rivière-des-Prairies–Pointe-aux-Trembles,8065
Rosemont–La Petite Patrie,6277
Sainte-Anne-de-Bellevue,122
Saint-Laurent,6876
Saint-Léonard,6903
Senneville,22
Sud-Ouest,3337
Verdun,2830
Ville-Marie,4142
Villeray–Saint-Michel–Parc-Extension,9600
Westmount,656
Territoire à confirmer,1751
Total à Montréal,115459
