Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1865
Anjou,552
Baie-D'Urfé,19
Beaconsfield,51
Côte-des-Neiges–Notre-Dame-de-Grâce,1825
Côte-Saint-Luc,449
Dollard-des-Ormeaux,339
Dorval,164
Hampstead,53
Kirkland,94
Lachine,472
LaSalle,1004
L'Île-Bizard–Sainte-Geneviève,173
Mercier–Hochelaga-Maisonneuve,1887
Montréal-Est,32
Montréal-Nord,2104
Montréal-Ouest,17
Mont-Royal,235
Outremont,236
Pierrefonds–Roxboro,454
Plateau-Mont-Royal,777
Pointe-Claire,174
Rivière-des-Prairies–Pointe-aux-Trembles,1771
Rosemont–La Petite Patrie,1268
Sainte-Anne-de-Bellevue,18
Saint-Laurent,845
Saint-Léonard,910
Senneville,<5
Sud-Ouest,790
Verdun,841
Ville-Marie,639
Villeray–Saint-Michel–Parc-Extension,1601
Westmount,160
Territoire à confirmer,816
Total à Montréal,22636
