Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,835
Anjou,188
Baie-D'Urfé,5
Beaconsfield,17
Côte-des-Neiges–Notre-Dame-de-Grâce,987
Côte-Saint-Luc,325
Dollard-des-Ormeaux,109
Dorval,62
Hampstead,33
Kirkland,26
Lachine,126
LaSalle,425
L'Île-Bizard–Sainte-Geneviève,45
Mercier–Hochelaga-Maisonneuve,618
Montréal-Est,13
Montréal-Nord,839
Montréal-Ouest,7
Mont-Royal,87
Outremont,170
Pierrefonds–Roxboro,127
Plateau-Mont-Royal,401
Pointe-Claire,52
Rivière-des-Prairies–Pointe-aux-Trembles,647
Rosemont–La Petite Patrie,527
Sainte-Anne-de-Bellevue,7
Saint-Laurent,340
Saint-Léonard,394
Senneville,<5
Sud-Ouest,427
Verdun,505
Ville-Marie,302
Villeray–Saint-Michel–Parc-Extension,660
Westmount,77
Territoire à confirmer,990
Total à Montréal,10375
