Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10111
Anjou,3421
Baie-D'Urfé,91
Beaconsfield,451
Côte-des-Neiges–Notre-Dame-de-Grâce,11512
Côte-Saint-Luc,2712
Dollard-des-Ormeaux,2713
Dorval,789
Hampstead,379
Kirkland,722
Lachine,2896
LaSalle,5422
L'Île-Bizard–Sainte-Geneviève,1046
Mercier–Hochelaga-Maisonneuve,8473
Montréal-Est,267
Montréal-Nord,8804
Montréal-Ouest,170
Mont-Royal,1107
Outremont,1248
Pierrefonds–Roxboro,4076
Plateau-Mont-Royal,4518
Pointe-Claire,1059
Rivière-des-Prairies–Pointe-aux-Trembles,8740
Rosemont–La Petite Patrie,6855
Sainte-Anne-de-Bellevue,135
Saint-Laurent,8007
Saint-Léonard,7569
Senneville,23
Sud-Ouest,3744
Verdun,3063
Ville-Marie,4602
Villeray–Saint-Michel–Parc-Extension,10677
Westmount,713
Territoire à confirmer,1871
Total à Montréal,127986
