Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3013
Anjou,936
Baie-D'Urfé,35
Beaconsfield,92
Côte-des-Neiges–Notre-Dame-de-Grâce,3163
Côte-Saint-Luc,793
Dollard-des-Ormeaux,619
Dorval,239
Hampstead,114
Kirkland,175
Lachine,809
LaSalle,1514
L'Île-Bizard–Sainte-Geneviève,266
Mercier–Hochelaga-Maisonneuve,3019
Montréal-Est,61
Montréal-Nord,3215
Montréal-Ouest,42
Mont-Royal,350
Outremont,537
Pierrefonds–Roxboro,792
Plateau-Mont-Royal,1592
Pointe-Claire,283
Rivière-des-Prairies–Pointe-aux-Trembles,2735
Rosemont–La Petite Patrie,2253
Sainte-Anne-de-Bellevue,26
Saint-Laurent,1660
Saint-Léonard,1635
Senneville,<5
Sud-Ouest,1373
Verdun,1209
Ville-Marie,1635
Villeray–Saint-Michel–Parc-Extension,3090
Westmount,250
Territoire à confirmer,899
Total à Montréal,38427
