Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10275
Anjou,3473
Baie-D'Urfé,92
Beaconsfield,461
Côte-des-Neiges–Notre-Dame-de-Grâce,11654
Côte-Saint-Luc,2759
Dollard-des-Ormeaux,2758
Dorval,794
Hampstead,383
Kirkland,741
Lachine,2909
LaSalle,5537
L'Île-Bizard–Sainte-Geneviève,1054
Mercier–Hochelaga-Maisonneuve,8592
Montréal-Est,268
Montréal-Nord,8899
Montréal-Ouest,179
Mont-Royal,1110
Outremont,1254
Pierrefonds–Roxboro,4162
Plateau-Mont-Royal,4611
Pointe-Claire,1068
Rivière-des-Prairies–Pointe-aux-Trembles,8818
Rosemont–La Petite Patrie,6952
Sainte-Anne-de-Bellevue,136
Saint-Laurent,8166
Saint-Léonard,7653
Senneville,23
Sud-Ouest,3815
Verdun,3090
Ville-Marie,4725
Villeray–Saint-Michel–Parc-Extension,10850
Westmount,721
Territoire à confirmer,1884
Total à Montréal,129866
