Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,663
Anjou,138
Baie-D'Urfé,5
Beaconsfield,15
Côte-des-Neiges–Notre-Dame-de-Grâce,839
Côte-Saint-Luc,300
Dollard-des-Ormeaux,96
Dorval,49
Hampstead,29
Kirkland,25
Lachine,108
LaSalle,384
L'Île-Bizard–Sainte-Geneviève,31
Mercier–Hochelaga-Maisonneuve,488
Montréal-Est,8
Montréal-Nord,577
Montréal-Ouest,6
Mont-Royal,63
Outremont,162
Pierrefonds–Roxboro,110
Plateau-Mont-Royal,363
Pointe-Claire,40
Rivière-des-Prairies–Pointe-aux-Trembles,444
Rosemont–La Petite Patrie,418
Sainte-Anne-de-Bellevue,5
Saint-Laurent,271
Saint-Léonard,294
Senneville,<5
Sud-Ouest,350
Verdun,350
Ville-Marie,261
Villeray–Saint-Michel–Parc-Extension,529
Westmount,70
Territoire à confirmer,964
Total à Montréal,8457
